date,hour,pollution
2014-01-18,18,94.99999999999999
2014-01-18,19,110.99999999999996
2014-01-18,20,112.00000000000003
2014-01-18,21,145
2014-01-18,22,183.99999999999991
2014-01-18,23,178
2014-01-19,0,170.00000000000009
2014-01-19,1,160.99999999999994
2014-01-19,2,132.99999999999997
2014-01-19,3,114.00000000000001
2014-01-19,4,112.00000000000003
2014-01-19,5,114.00000000000001
2014-01-19,6,129.99999999999994
2014-01-19,7,132.99999999999997
2014-01-19,8,143
2014-01-19,9,137.00000000000006
2014-01-19,10,143
2014-01-19,11,145
2014-01-19,12,185.00000000000009
2014-01-19,13,197.99999999999997
2014-01-19,14,205.00000000000003
2014-01-19,15,194.99999999999991
2014-01-19,16,202.99999999999994
2014-01-19,17,208.99999999999994
2014-01-19,18,201.99999999999997
2014-01-19,19,28.000000000000004
2014-01-19,20,26
2014-01-19,21,22
2014-01-19,22,24.000000000000007
2014-01-19,23,16
2014-01-20,0,16
2014-01-20,1,16.999999999999996
2014-01-20,2,6.999999999999998
2014-01-20,3,9.000000000000002
2014-01-20,4,10.000000000000002
2014-01-20,5,8.000000000000002
2014-01-20,6,6.999999999999998
2014-01-20,7,10.000000000000002
2014-01-20,8,11
2014-01-20,9,11
2014-01-20,10,10.000000000000002
2014-01-20,11,6.999999999999998
2014-01-20,12,9.000000000000002
2014-01-20,13,14
2014-01-20,14,12.999999999999996
2014-01-20,15,14
2014-01-20,16,9.000000000000002
2014-01-20,17,14
2014-01-20,18,9.000000000000002
2014-01-20,19,8.000000000000002
2014-01-20,20,10.000000000000002
2014-01-20,21,8.000000000000002
2014-01-20,22,9.000000000000002
2014-01-20,23,11
2014-01-21,0,11
2014-01-21,1,10.000000000000002
2014-01-21,2,14.999999999999998
2014-01-21,3,12.999999999999996
2014-01-21,4,16
2014-01-21,5,12.999999999999996
2014-01-21,6,17.999999999999996
2014-01-21,7,17.999999999999996
2014-01-21,8,22
2014-01-21,9,23.000000000000004
2014-01-21,10,24.000000000000007
2014-01-21,11,24.000000000000007
2014-01-21,12,23.000000000000004
2014-01-21,13,23.000000000000004
2014-01-21,14,42
2014-01-21,15,54.000000000000014
2014-01-21,16,47.99999999999999
2014-01-21,17,65.99999999999997
2014-01-21,18,56.00000000000001
2014-01-21,19,67.00000000000001
2014-01-21,20,94.99999999999999
2014-01-21,21,110.99999999999996
2014-01-21,22,112.00000000000003
2014-01-21,23,113.00000000000003
2014-01-22,0,126.99999999999997
2014-01-22,1,137.00000000000006
2014-01-22,2,163.99999999999994
2014-01-22,3,190
2014-01-22,4,174.99999999999991
2014-01-22,5,141.99999999999994
2014-01-22,6,107.00000000000003
2014-01-22,7,100.99999999999996
2014-01-22,8,100.00000000000003
2014-01-22,9,97.00000000000004
2014-01-22,10,100.99999999999996
2014-01-22,11,104.99999999999997
2014-01-22,12,117.00000000000004
2014-01-22,13,118.99999999999997
2014-01-22,14,114.99999999999999
2014-01-22,15,125
2014-01-22,16,0
2014-01-22,17,0
2014-01-22,18,183.99999999999991
2014-01-22,19,210.00000000000003
2014-01-22,20,212.99999999999994
2014-01-22,21,237.00000000000009
2014-01-22,22,257.9999999999999
2014-01-22,23,263.99999999999994
2014-01-23,0,323.99999999999994
2014-01-23,1,344.00000000000017
2014-01-23,2,355.9999999999999
2014-01-23,3,366.0000000000001
2014-01-23,4,349.9999999999999
2014-01-23,5,321.00000000000006
2014-01-23,6,294.0000000000001
2014-01-23,7,238.99999999999997
2014-01-23,8,219.00000000000009
2014-01-23,9,220.99999999999997
2014-01-23,10,244.99999999999991
2014-01-23,11,311.00000000000006
2014-01-23,12,239.99999999999994
2014-01-23,13,235.0000000000001
2014-01-23,14,231.99999999999991
2014-01-23,15,238.00000000000009
2014-01-23,16,243.00000000000006
2014-01-23,17,282
2014-01-23,18,309.99999999999994
2014-01-23,19,294.99999999999994
2014-01-23,20,301
2014-01-23,21,325
2014-01-23,22,318.99999999999994
2014-01-23,23,335
2014-01-24,0,301
2014-01-24,1,311.9999999999999
2014-01-24,2,315.9999999999999
2014-01-24,3,296.00000000000006
2014-01-24,4,270.00000000000006
2014-01-24,5,252.00000000000003
2014-01-24,6,234
2014-01-24,7,233.00000000000006
2014-01-24,8,241.00000000000009
2014-01-24,9,230.99999999999997
2014-01-24,10,213.99999999999991
2014-01-24,11,210.00000000000003
2014-01-24,12,178
2014-01-24,13,141.99999999999994
2014-01-24,14,121.99999999999994
2014-01-24,15,58.999999999999986
2014-01-24,16,47.00000000000001
2014-01-24,17,40.00000000000001
2014-01-24,18,31.999999999999986
2014-01-24,19,47.99999999999999
2014-01-24,20,31.999999999999986
2014-01-24,21,25.000000000000004
2014-01-24,22,26
2014-01-24,23,42.99999999999999
2014-01-25,0,54.000000000000014
2014-01-25,1,55.00000000000002
2014-01-25,2,53.00000000000001
2014-01-25,3,60.00000000000001
2014-01-25,4,55.00000000000002
2014-01-25,5,42
2014-01-25,6,35.99999999999998
2014-01-25,7,31.999999999999986
2014-01-25,8,14
2014-01-25,9,14.999999999999998
2014-01-25,10,17.999999999999996
2014-01-25,11,14
2014-01-25,12,14.999999999999998
2014-01-25,13,14.999999999999998
2014-01-25,14,14
2014-01-25,15,18.999999999999996
2014-01-25,16,16.999999999999996
2014-01-25,17,16
2014-01-25,18,14
2014-01-25,19,33.00000000000001
2014-01-25,20,45
2014-01-25,21,55.00000000000002
2014-01-25,22,71
2014-01-25,23,58.999999999999986
2014-01-26,0,42
2014-01-26,1,31
2014-01-26,2,30
2014-01-26,3,38.99999999999998
2014-01-26,4,23.000000000000004
2014-01-26,5,26
2014-01-26,6,25.000000000000004
2014-01-26,7,26
2014-01-26,8,24.000000000000007
2014-01-26,9,29.000000000000004
2014-01-26,10,28.000000000000004
2014-01-26,11,35
2014-01-26,12,35
2014-01-26,13,37.99999999999999
2014-01-26,14,48.99999999999999
2014-01-26,15,64.99999999999997
2014-01-26,16,71.99999999999999
2014-01-26,17,73.99999999999997
2014-01-26,18,80.00000000000003
2014-01-26,19,87.99999999999999
2014-01-26,20,105.99999999999996
2014-01-26,21,113.00000000000003
2014-01-26,22,138.99999999999994
2014-01-26,23,118.99999999999997
2014-01-27,0,121.99999999999994
2014-01-27,1,116.00000000000003
2014-01-27,2,132
2014-01-27,3,120.00000000000003
2014-01-27,4,110.99999999999996
2014-01-27,5,107.99999999999997
2014-01-27,6,109.99999999999997
2014-01-27,7,118.99999999999997
2014-01-27,8,125
2014-01-27,9,143
2014-01-27,10,148.99999999999997
2014-01-27,11,132.99999999999997
2014-01-27,12,136.00000000000003
2014-01-27,13,148.99999999999997
2014-01-27,14,160.99999999999994
2014-01-27,15,166.99999999999997
2014-01-27,16,166.99999999999997
2014-01-27,17,53.00000000000001
2014-01-27,18,18.999999999999996
2014-01-27,19,31.999999999999986
2014-01-27,20,14.999999999999998
2014-01-27,21,11
2014-01-27,22,10.000000000000002
2014-01-27,23,11
2014-01-28,0,11
2014-01-28,1,9.000000000000002
2014-01-28,2,18.999999999999996
2014-01-28,3,12.999999999999996
2014-01-28,4,12.999999999999996
2014-01-28,5,14
2014-01-28,6,16.999999999999996
2014-01-28,7,16
2014-01-28,8,17.999999999999996
2014-01-28,9,31
2014-01-28,10,23.000000000000004
2014-01-28,11,14.999999999999998
2014-01-28,12,56.999999999999986
2014-01-28,13,64.99999999999997
2014-01-28,14,63.999999999999986
2014-01-28,15,64.99999999999997
2014-01-28,16,63.999999999999986
2014-01-28,17,81.00000000000001
2014-01-28,18,75
2014-01-28,19,70
2014-01-28,20,71
2014-01-28,21,82.99999999999999
2014-01-28,22,73.99999999999997
2014-01-28,23,86
2014-01-29,0,75
2014-01-29,1,71.99999999999999
2014-01-29,2,73.99999999999997
2014-01-29,3,76.00000000000001
2014-01-29,4,84.00000000000001
2014-01-29,5,81.00000000000001
2014-01-29,6,86
2014-01-29,7,84.00000000000001
2014-01-29,8,87.99999999999999
2014-01-29,9,91.00000000000001
2014-01-29,10,102.00000000000001
2014-01-29,11,121.00000000000003
2014-01-29,12,132
2014-01-29,13,163.00000000000006
2014-01-29,14,174.99999999999991
2014-01-29,15,190
2014-01-29,16,202.99999999999994
2014-01-29,17,205.00000000000003
2014-01-29,18,216.99999999999997
2014-01-29,19,241.00000000000009
2014-01-29,20,226.00000000000006
2014-01-29,21,225.00000000000009
2014-01-29,22,205.00000000000003
2014-01-29,23,212.99999999999994
2014-01-30,0,229.00000000000006
2014-01-30,1,216.99999999999997
2014-01-30,2,218.00000000000003
2014-01-30,3,127.99999999999997
2014-01-30,4,87.99999999999999
2014-01-30,5,20
2014-01-30,6,16
2014-01-30,7,5.999999999999999
2014-01-30,8,12
2014-01-30,9,20
2014-01-30,10,26
2014-01-30,11,16
2014-01-30,12,16
2014-01-30,13,16
2014-01-30,14,12
2014-01-30,15,16.999999999999996
2014-01-30,16,16.999999999999996
2014-01-30,17,25.000000000000004
2014-01-30,18,38.99999999999998
2014-01-30,19,54.000000000000014
2014-01-30,20,123.00000000000003
2014-01-30,21,141.99999999999994
2014-01-30,22,157.00000000000003
2014-01-30,23,190
2014-01-31,0,137.00000000000006
2014-01-31,1,469.00000000000006
2014-01-31,2,344.00000000000017
2014-01-31,3,281.00000000000006
2014-01-31,4,208.99999999999994
2014-01-31,5,150
2014-01-31,6,137.99999999999997
2014-01-31,7,132.99999999999997
2014-01-31,8,129.99999999999994
2014-01-31,9,143
2014-01-31,10,102.99999999999999
2014-01-31,11,81.00000000000001
2014-01-31,12,70
2014-01-31,13,81.00000000000001
2014-01-31,14,117.00000000000004
2014-01-31,15,129.99999999999994
2014-01-31,16,145.99999999999997
2014-01-31,17,143.99999999999997
2014-01-31,18,146.99999999999994
2014-01-31,19,140.00000000000003
2014-01-31,20,148
2014-01-31,21,155
2014-01-31,22,166.99999999999997
2014-01-31,23,180.00000000000006
2014-02-01,0,183.00000000000006
2014-02-01,1,180.99999999999997
2014-02-01,2,172.00000000000006
2014-02-01,3,166.99999999999997
2014-02-01,4,170.99999999999994
2014-02-01,5,179
2014-02-01,6,174.99999999999991
2014-02-01,7,190
2014-02-01,8,189
2014-02-01,9,187
2014-02-01,10,178
2014-02-01,11,183.99999999999991
2014-02-01,12,151.99999999999997
2014-02-01,13,124.00000000000004
2014-02-01,14,163.00000000000006
2014-02-01,15,143
2014-02-01,16,126.99999999999997
2014-02-01,17,109.00000000000004
2014-02-01,18,120.00000000000003
2014-02-01,19,135.00000000000006
2014-02-01,20,118.00000000000003
2014-02-01,21,132
2014-02-01,22,141.00000000000003
2014-02-01,23,143.99999999999997
2014-02-02,0,141.00000000000003
2014-02-02,1,143.99999999999997
2014-02-02,2,158.99999999999994
2014-02-02,3,163.00000000000006
2014-02-02,4,174.00000000000009
2014-02-02,5,163.99999999999994
2014-02-02,6,170.99999999999994
2014-02-02,7,162
2014-02-02,8,151.99999999999997
2014-02-02,9,141.00000000000003
2014-02-02,10,65.99999999999997
2014-02-02,11,22
2014-02-02,12,14.999999999999998
2014-02-02,13,12.999999999999996
2014-02-02,14,12.999999999999996
2014-02-02,15,12
2014-02-02,16,12.999999999999996
2014-02-02,17,10.000000000000002
2014-02-02,18,9.000000000000002
2014-02-02,19,8.000000000000002
2014-02-02,20,9.000000000000002
2014-02-02,21,6.999999999999998
2014-02-02,22,9.000000000000002
2014-02-02,23,8.000000000000002
2014-02-03,0,10.000000000000002
2014-02-03,1,8.000000000000002
2014-02-03,2,10.000000000000002
2014-02-03,3,9.000000000000002
2014-02-03,4,5.999999999999999
2014-02-03,5,5.999999999999999
2014-02-03,6,6.999999999999998
2014-02-03,7,5
2014-02-03,8,5.999999999999999
2014-02-03,9,5.999999999999999
2014-02-03,10,4.000000000000001
2014-02-03,11,4.000000000000001
2014-02-03,12,5.999999999999999
2014-02-03,13,5.999999999999999
2014-02-03,14,5.999999999999999
2014-02-03,15,4.000000000000001
2014-02-03,16,5.999999999999999
2014-02-03,17,5.999999999999999
2014-02-03,18,5.999999999999999
2014-02-03,19,5.999999999999999
2014-02-03,20,11
2014-02-03,21,11
2014-02-03,22,12.999999999999996
2014-02-03,23,16
2014-02-04,0,3
2014-02-04,1,6.999999999999998
2014-02-04,2,5.999999999999999
2014-02-04,3,5.999999999999999
2014-02-04,4,5.999999999999999
2014-02-04,5,5.999999999999999
2014-02-04,6,6.999999999999998
2014-02-04,7,10.000000000000002
2014-02-04,8,10.000000000000002
2014-02-04,9,9.000000000000002
2014-02-04,10,12
2014-02-04,11,12
2014-02-04,12,11
2014-02-04,13,10.000000000000002
2014-02-04,14,5.999999999999999
2014-02-04,15,8.000000000000002
2014-02-04,16,6.999999999999998
2014-02-04,17,17.999999999999996
2014-02-04,18,16.999999999999996
2014-02-04,19,50
2014-02-04,20,71
2014-02-04,21,91.00000000000001
2014-02-04,22,109.00000000000004
2014-02-04,23,125.99999999999999
2014-02-05,0,103.99999999999997
2014-02-05,1,80.00000000000003
2014-02-05,2,69.00000000000003
2014-02-05,3,61.99999999999999
2014-02-05,4,73.00000000000003
2014-02-05,5,114.99999999999999
2014-02-05,6,155
2014-02-05,7,148
2014-02-05,8,114.00000000000001
2014-02-05,9,94
2014-02-05,10,117.00000000000004
2014-02-05,11,118.00000000000003
2014-02-05,12,116.00000000000003
2014-02-05,13,96
2014-02-05,14,96
2014-02-05,15,102.00000000000001
2014-02-05,16,99.00000000000004
2014-02-05,17,103.99999999999997
2014-02-05,18,100.99999999999996
2014-02-05,19,92.00000000000003
2014-02-05,20,76.00000000000001
2014-02-05,21,89.99999999999997
2014-02-05,22,110.99999999999996
2014-02-05,23,125
2014-02-06,0,138.99999999999994
2014-02-06,1,151
2014-02-06,2,204.00000000000006
2014-02-06,3,202.99999999999994
2014-02-06,4,200
2014-02-06,5,187
2014-02-06,6,168
2014-02-06,7,158
2014-02-06,8,155
2014-02-06,9,154.00000000000003
2014-02-06,10,145.99999999999997
2014-02-06,11,150
2014-02-06,12,136.00000000000003
2014-02-06,13,129.99999999999994
2014-02-06,14,121.99999999999994
2014-02-06,15,125
2014-02-06,16,121.00000000000003
2014-02-06,17,107.99999999999997
2014-02-06,18,102.00000000000001
2014-02-06,19,118.00000000000003
2014-02-06,20,129.99999999999994
2014-02-06,21,155
2014-02-06,22,130.99999999999997
2014-02-06,23,93
2014-02-07,0,91.00000000000001
2014-02-07,1,86
2014-02-07,2,100.99999999999996
2014-02-07,3,104.99999999999997
2014-02-07,4,109.99999999999997
2014-02-07,5,112.00000000000003
2014-02-07,6,118.99999999999997
