country,Country Code,year,emissions
Azerbaijan,AZE,1988,0
Azerbaijan,AZE,1989,0
Azerbaijan,AZE,1990,0
Azerbaijan,AZE,1991,0
Azerbaijan,AZE,1961,0
Azerbaijan,AZE,1962,0
Azerbaijan,AZE,1963,0
Azerbaijan,AZE,1964,0
Azerbaijan,AZE,1965,0
Azerbaijan,AZE,1966,0
Azerbaijan,AZE,1967,0
Azerbaijan,AZE,1968,0
Azerbaijan,AZE,1969,0
Azerbaijan,AZE,1970,0
Azerbaijan,AZE,1971,0
Azerbaijan,AZE,1972,0
Azerbaijan,AZE,1973,0
Azerbaijan,AZE,1974,0
Azerbaijan,AZE,1975,0
Azerbaijan,AZE,1976,0
Azerbaijan,AZE,1977,0
Azerbaijan,AZE,1978,0
Azerbaijan,AZE,1979,0
"Bahamas, The",BHS,1992,3.33
"Bahamas, The",BHS,1993,2.96
"Bahamas, The",BHS,1994,2.79
"Bahamas, The",BHS,1995,2.67
"Bahamas, The",BHS,1996,2.91
"Bahamas, The",BHS,1997,2.65
"Bahamas, The",BHS,1998,2.83
"Bahamas, The",BHS,1999,3.38
"Bahamas, The",BHS,2000,4.33
"Bahamas, The",BHS,2001,3.01
"Bahamas, The",BHS,2002,2.98
"Bahamas, The",BHS,2003,2.7
"Bahamas, The",BHS,2004,2.71
"Bahamas, The",BHS,2005,2.92
"Bahamas, The",BHS,2006,3.28
"Bahamas, The",BHS,2007,3.02
"Bahamas, The",BHS,2008,2.53
"Bahamas, The",BHS,2009,2.77
"Bahamas, The",BHS,2010,2.85
"Bahamas, The",BHS,2011,3.27
"Bahamas, The",BHS,2012,3.28
"Bahamas, The",BHS,2013,3.98
"Bahamas, The",BHS,2014,2.68
"Bahamas, The",BHS,1980,22.75
"Bahamas, The",BHS,1981,8.31
"Bahamas, The",BHS,1982,8.69
"Bahamas, The",BHS,1983,4.13
"Bahamas, The",BHS,1984,3.94
"Bahamas, The",BHS,1985,2.15
"Bahamas, The",BHS,1986,4.9
"Bahamas, The",BHS,1987,4.68
"Bahamas, The",BHS,1988,3.55
"Bahamas, The",BHS,1989,4.17
"Bahamas, The",BHS,1990,3.94
"Bahamas, The",BHS,1991,3.62
"Bahamas, The",BHS,1961,0
"Bahamas, The",BHS,1962,0
"Bahamas, The",BHS,1963,0
"Bahamas, The",BHS,1964,0
"Bahamas, The",BHS,1965,0
"Bahamas, The",BHS,1966,0
"Bahamas, The",BHS,1967,0
"Bahamas, The",BHS,1968,0
"Bahamas, The",BHS,1969,0
"Bahamas, The",BHS,1970,0
"Bahamas, The",BHS,1971,5.43
"Bahamas, The",BHS,1972,7.1
"Bahamas, The",BHS,1973,11.23
"Bahamas, The",BHS,1974,11.77
"Bahamas, The",BHS,1975,13.12
"Bahamas, The",BHS,1976,14.79
"Bahamas, The",BHS,1977,22.58
"Bahamas, The",BHS,1978,18.24
"Bahamas, The",BHS,1979,19.99
Bahrain,BHR,1992,8.38
Bahrain,BHR,1993,7.91
Bahrain,BHR,1994,8.44
Bahrain,BHR,1995,7.71
Bahrain,BHR,1996,8.38
Bahrain,BHR,1997,8.78
Bahrain,BHR,1998,9.04
Bahrain,BHR,1999,8.63
Bahrain,BHR,2000,8.7
Bahrain,BHR,2001,8.56
Bahrain,BHR,2002,8.95
Bahrain,BHR,2003,9.42
Bahrain,BHR,2004,8.74
Bahrain,BHR,2005,10.31
Bahrain,BHR,2006,9.65
Bahrain,BHR,2007,10.12
Bahrain,BHR,2008,10.91
Bahrain,BHR,2009,9.53
Bahrain,BHR,2010,9.37
Bahrain,BHR,2011,8.28
Bahrain,BHR,2012,6.4
Bahrain,BHR,2013,4.96
Bahrain,BHR,2014,7.3
Bahrain,BHR,1980,10.06
Bahrain,BHR,1981,9.23
Bahrain,BHR,1982,10.31
Bahrain,BHR,1983,8.5
Bahrain,BHR,1984,8.53
Bahrain,BHR,1985,8.19
Bahrain,BHR,1986,8.07
Bahrain,BHR,1987,6.41
Bahrain,BHR,1988,6.8
Bahrain,BHR,1989,8.83
Bahrain,BHR,1990,7.99
Bahrain,BHR,1991,6.99
Bahrain,BHR,1961,0
Bahrain,BHR,1962,0
Bahrain,BHR,1963,0
Bahrain,BHR,1964,0
Bahrain,BHR,1965,0
Bahrain,BHR,1966,0
Bahrain,BHR,1967,0
Bahrain,BHR,1968,0
Bahrain,BHR,1969,0
Bahrain,BHR,1970,0
Bahrain,BHR,1971,0
Bahrain,BHR,1972,0
Bahrain,BHR,1973,0
Bahrain,BHR,1974,0
Bahrain,BHR,1975,0
Bahrain,BHR,1976,0
Bahrain,BHR,1977,0
Bahrain,BHR,1978,0
Bahrain,BHR,1979,0
Bangladesh,BGD,1992,0.06
Bangladesh,BGD,1993,0.07
Bangladesh,BGD,1994,0.08
Bangladesh,BGD,1995,0.09
Bangladesh,BGD,1996,0.09
Bangladesh,BGD,1997,0.1
Bangladesh,BGD,1998,0.1
Bangladesh,BGD,1999,0.1
Bangladesh,BGD,2000,0.1
Bangladesh,BGD,2001,0.12
Bangladesh,BGD,2002,0.13
Bangladesh,BGD,2003,0.13
Bangladesh,BGD,2004,0.14
Bangladesh,BGD,2005,0.16
Bangladesh,BGD,2006,0.18
Bangladesh,BGD,2007,0.19
Bangladesh,BGD,2008,0.2
Bangladesh,BGD,2009,0.21
Bangladesh,BGD,2010,0.23
Bangladesh,BGD,2011,0.26
Bangladesh,BGD,2012,0.26
Bangladesh,BGD,2013,0.25
Bangladesh,BGD,2014,0.27
Bangladesh,BGD,1980,0.04
Bangladesh,BGD,1981,0.04
Bangladesh,BGD,1982,0.04
Bangladesh,BGD,1983,0.04
Bangladesh,BGD,1984,0.04
Bangladesh,BGD,1985,0.04
Bangladesh,BGD,1986,0.05
Bangladesh,BGD,1987,0.05
Bangladesh,BGD,1988,0.05
Bangladesh,BGD,1989,0.06
Bangladesh,BGD,1990,0.06
Bangladesh,BGD,1991,0.06
Bangladesh,BGD,1961,0
Bangladesh,BGD,1962,0
Bangladesh,BGD,1963,0
Bangladesh,BGD,1964,0
Bangladesh,BGD,1965,0
Bangladesh,BGD,1966,0
Bangladesh,BGD,1967,0
Bangladesh,BGD,1968,0
Bangladesh,BGD,1969,0
Bangladesh,BGD,1970,0
Bangladesh,BGD,1971,0.03
Bangladesh,BGD,1972,0.03
Bangladesh,BGD,1973,0.03
Bangladesh,BGD,1974,0.03
Bangladesh,BGD,1975,0.03
Bangladesh,BGD,1976,0.04
Bangladesh,BGD,1977,0.04
Bangladesh,BGD,1978,0.04
Bangladesh,BGD,1979,0.04
Barbados,BRB,1992,1.85
Barbados,BRB,1993,2.03
Barbados,BRB,1994,1.54
Barbados,BRB,1995,1.7
Barbados,BRB,1996,1.87
Barbados,BRB,1997,2.11
Barbados,BRB,1998,2.17
Barbados,BRB,1999,2.45
Barbados,BRB,2000,2.97
Barbados,BRB,2001,2.68
Barbados,BRB,2002,2.44
Barbados,BRB,2003,3.09
Barbados,BRB,2004,2.78
Barbados,BRB,2005,3.15
Barbados,BRB,2006,3.04
Barbados,BRB,2007,2.76
Barbados,BRB,2008,2.86
Barbados,BRB,2009,2.96
Barbados,BRB,2010,2.68
Barbados,BRB,2011,2.69
Barbados,BRB,2012,2.38
Barbados,BRB,2013,2.1
Barbados,BRB,2014,2.26
Barbados,BRB,1980,0
Barbados,BRB,1981,0
Barbados,BRB,1982,0
Barbados,BRB,1983,0
Barbados,BRB,1984,0
Barbados,BRB,1985,0
Barbados,BRB,1986,0
Barbados,BRB,1987,0
Barbados,BRB,1988,0
Barbados,BRB,1989,0
Barbados,BRB,1990,2.44
Barbados,BRB,1991,2.65
Barbados,BRB,1961,0
Barbados,BRB,1962,0
Barbados,BRB,1963,0
Barbados,BRB,1964,0
Barbados,BRB,1965,0
Barbados,BRB,1966,0
Barbados,BRB,1967,0
Barbados,BRB,1968,0
Barbados,BRB,1969,0
Barbados,BRB,1970,0
Barbados,BRB,1971,0
Barbados,BRB,1972,0
Barbados,BRB,1973,0
Barbados,BRB,1974,0
Barbados,BRB,1975,0
Barbados,BRB,1976,0
Barbados,BRB,1977,0
Barbados,BRB,1978,0
Barbados,BRB,1979,0
Belarus,BLR,1992,3.13
Belarus,BLR,1993,2.7
Belarus,BLR,1994,2.29
Belarus,BLR,1995,2.25
Belarus,BLR,1996,2.25
Belarus,BLR,1997,2.26
Belarus,BLR,1998,2.23
Belarus,BLR,1999,2.07
Belarus,BLR,2000,2.08
Belarus,BLR,2001,1.96
Belarus,BLR,2002,2
Belarus,BLR,2003,2.24
Belarus,BLR,2004,2.23
Belarus,BLR,2005,2.29
Belarus,BLR,2006,2.56
Belarus,BLR,2007,2.52
Belarus,BLR,2008,2.65
Belarus,BLR,2009,2.51
Belarus,BLR,2010,2.65
Belarus,BLR,2011,2.39
Belarus,BLR,2012,2.38
Belarus,BLR,2013,2.63
Belarus,BLR,2014,2.35
Belarus,BLR,1980,0
Belarus,BLR,1981,0
Belarus,BLR,1982,0
Belarus,BLR,1983,0
Belarus,BLR,1984,0
Belarus,BLR,1985,0
Belarus,BLR,1986,0
Belarus,BLR,1987,0
Belarus,BLR,1988,0
Belarus,BLR,1989,0
Belarus,BLR,1990,0
Belarus,BLR,1991,0
Belarus,BLR,1961,0
Belarus,BLR,1962,0
Belarus,BLR,1963,0
Belarus,BLR,1964,0
Belarus,BLR,1965,0
Belarus,BLR,1966,0
Belarus,BLR,1967,0
Belarus,BLR,1968,0
Belarus,BLR,1969,0
Belarus,BLR,1970,0
Belarus,BLR,1971,0
Belarus,BLR,1972,0
Belarus,BLR,1973,0
Belarus,BLR,1974,0
Belarus,BLR,1975,0
Belarus,BLR,1976,0
Belarus,BLR,1977,0
Belarus,BLR,1978,0
Belarus,BLR,1979,0
Belgium,BEL,1992,4.25
Belgium,BEL,1993,3.98
Belgium,BEL,1994,4.05
Belgium,BEL,1995,4.32
Belgium,BEL,1996,4.78
Belgium,BEL,1997,4.75
Belgium,BEL,1998,4.97
Belgium,BEL,1999,4.69
Belgium,BEL,2000,4.76
Belgium,BEL,2001,4.91
Belgium,BEL,2002,4.64
Belgium,BEL,2003,4.83
Belgium,BEL,2004,4.83
Belgium,BEL,2005,4.95
Belgium,BEL,2006,5.03
Belgium,BEL,2007,5.04
Belgium,BEL,2008,5.04
Belgium,BEL,2009,4.48
Belgium,BEL,2010,4.55
Belgium,BEL,2011,4.2
Belgium,BEL,2012,4.2
Belgium,BEL,2013,4.17
Belgium,BEL,2014,4.03
Belgium,BEL,1980,4.82
Belgium,BEL,1981,4.27
Belgium,BEL,1982,4.23
Belgium,BEL,1983,3.57
Belgium,BEL,1984,3.75
Belgium,BEL,1985,3.86
Belgium,BEL,1986,3.99
Belgium,BEL,1987,4.01
Belgium,BEL,1988,4.1
Belgium,BEL,1989,4
Belgium,BEL,1990,4.16
Belgium,BEL,1991,4.31
Belgium,BEL,1961,3.3
Belgium,BEL,1962,3.62
Belgium,BEL,1963,3.95
Belgium,BEL,1964,4
Belgium,BEL,1965,3.94
Belgium,BEL,1966,4.05
Belgium,BEL,1967,4.02
Belgium,BEL,1968,4.36
Belgium,BEL,1969,4.56
Belgium,BEL,1970,4.92
Belgium,BEL,1971,4.88
Belgium,BEL,1972,5.13
Belgium,BEL,1973,5.15
Belgium,BEL,1974,5.13
Belgium,BEL,1975,4.53
Belgium,BEL,1976,4.99
Belgium,BEL,1977,4.9
Belgium,BEL,1978,4.98
Belgium,BEL,1979,5.19
Belize,BLZ,1992,0
Belize,BLZ,1993,0
Belize,BLZ,1994,0
Belize,BLZ,1995,0
Belize,BLZ,1996,0
Belize,BLZ,1997,0
Belize,BLZ,1998,0
Belize,BLZ,1999,0
Belize,BLZ,2000,0
Belize,BLZ,2001,0
Belize,BLZ,2002,0
Belize,BLZ,2003,0
Belize,BLZ,2004,0
Belize,BLZ,2005,0
Belize,BLZ,2006,0
Belize,BLZ,2007,0
Belize,BLZ,2008,0
Belize,BLZ,2009,0
Belize,BLZ,2010,0
Belize,BLZ,2011,0
Belize,BLZ,2012,0
Belize,BLZ,2013,0
Belize,BLZ,2014,2.08
Belize,BLZ,1980,0
Belize,BLZ,1981,0
Belize,BLZ,1982,0
Belize,BLZ,1983,0
Belize,BLZ,1984,0
Belize,BLZ,1985,0
Belize,BLZ,1986,0
Belize,BLZ,1987,0
Belize,BLZ,1988,0
Belize,BLZ,1989,0
Belize,BLZ,1990,0
Belize,BLZ,1991,0
Belize,BLZ,1961,0
Belize,BLZ,1962,0
Belize,BLZ,1963,0
Belize,BLZ,1964,0
Belize,BLZ,1965,0
Belize,BLZ,1966,0
Belize,BLZ,1967,0
Belize,BLZ,1968,0
Belize,BLZ,1969,0
Belize,BLZ,1970,0
Belize,BLZ,1971,0
Belize,BLZ,1972,0
Belize,BLZ,1973,0
Belize,BLZ,1974,0
Belize,BLZ,1975,0
Belize,BLZ,1976,0
Belize,BLZ,1977,0
Belize,BLZ,1978,0
Belize,BLZ,1979,0
Benin,BEN,1992,0.11
Benin,BEN,1993,0.11
Benin,BEN,1994,0.09
Benin,BEN,1995,0.16
Benin,BEN,1996,0.2
Benin,BEN,1997,0.23
Benin,BEN,1998,0.22
Benin,BEN,1999,0.22
Benin,BEN,2000,0.19
Benin,BEN,2001,0.2
Benin,BEN,2002,0.22
Benin,BEN,2003,0.23
Benin,BEN,2004,0.21
Benin,BEN,2005,0.24
Benin,BEN,2006,0.27
Benin,BEN,2007,0.32
Benin,BEN,2008,0.33
Benin,BEN,2009,0.34
Benin,BEN,2010,0.36
Benin,BEN,2011,0.33
Benin,BEN,2012,0.32
Benin,BEN,2013,0.34
Benin,BEN,2014,0.36
Benin,BEN,1980,0.11
Benin,BEN,1981,0.1
Benin,BEN,1982,0.11
Benin,BEN,1983,0.12
Benin,BEN,1984,0.12
Benin,BEN,1985,0.13
